call_number,Unnamed: 0,street_number,street_name,lat,url
19-8686,5884,1020,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1020TACONIC%20TRL,%20Williamstown%20MA"
19-8687,5885,1752,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1752TACONIC%20TRL,%20Williamstown%20MA"
19-8688,5886,649,GALE%20RDB,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=649GALE%20RDB,%20Williamstown%20MA"
19-8689,5887,1055,SLOAN%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1055SLOAN%20RD,%20Williamstown%20MA"
19-8702,5900,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-8703,5901,82,SPRING%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=82SPRING%20ST,%20Williamstown%20MA"
19-8704,5902,99,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=99SIMONDS%20RD,%20Williamstown%20MA"
19-8717,5911,2068,LUCE%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2068LUCE%20RD,%20Williamstown%20MA"
19-8723,5916,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-8724,5918,406,SCHOOL%208T,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=406SCHOOL%208T,%20Williamstown%20MA"
19-8725,5919,910,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONIC%20TRL,%20Williamstown%20MA"
19-8731,5923,220,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=220MAIN%20ST,%20Williamstown%20MA"
19-8733,5924,191,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=191MAIN%20ST,%20Williamstown%20MA"
19-8737,5928,240,COLE%20AVE,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=240COLE%20AVE,%20Williamstown%20MA"
19-8738,5929,390,NEW%20ASHFORD%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390NEW%20ASHFORD%20RD,%20Williamstown%20MA"
19-8742,5931,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-8743,5932,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-8746,5933,1759,HALEY%20sT,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1759HALEY%20sT,%20Williamstown%20MA"
19-8750,5939,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-8753,5942,380,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=380MAIN%20ST,%20Williamstown%20MA"
19-8768,5948,390,SITMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SITMONDS%20RD,%20Williamstown%20MA"
19-9779,5956,350,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=350SIMONDS%20RD,%20Williamstown%20MA"
19-8780,5957,1225,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1225SIMONDS%20RD,%20Williamstown%20MA"
19-8783,5959,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-8801,5971,910,SCUTHWORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910SCUTHWORTH%20ST,%20Williamstown%20MA"
19-8903,5972,96,SPRING%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=96SPRING%20ST,%20Williamstown%20MA"
19-8804,5973,412,COLE%20AVE,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=412COLE%20AVE,%20Williamstown%20MA"
19-8808,5975,109,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=109MAIN%20ST,%20Williamstown%20MA"
19-8809,5976,256,NEW%20ASHFORD%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=256NEW%20ASHFORD%20RD,%20Williamstown%20MA"
19-8810,5977,396,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=396SIMONDS%20RD,%20Williamstown%20MA"
19-8821,5984,108,NEW%20ASHFORD%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=108NEW%20ASHFORD%20RD,%20Williamstown%20MA"
19-8822,5985,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-8826,5988,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-8836,5996,910,TACONTC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONTC%20TRL,%20Williamstown%20MA"
19-8837,5997,256,NEW%20ASHFORD%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=256NEW%20ASHFORD%20RD,%20Williamstown%20MA"
19-9839,5999,11,CHAPIN%20HALE%20DR,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=11CHAPIN%20HALE%20DR,%20Williamstown%20MA"
19-8843,6001,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-8853,6008,390,SPRING%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SPRING%20ST,%20Williamstown%20MA"
19-8858,6010,390,Narrative:,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390Narrative:,%20Williamstown%20MA"
19-8859,6011,583,BROOK%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=583BROOK%20RD,%20Williamstown%20MA"
19-8869,6016,1688,OBLONG%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1688OBLONG%20RD,%20Williamstown%20MA"
19-8878,6023,910,[WIA%20910),42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910[WIA%20910),%20Williamstown%20MA"
19-8887,6029,954,FOREST%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=954FOREST%20RD,%20Williamstown%20MA"
19-9686,6030,470,STRATTON%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=470STRATTON%20RD,%20Williamstown%20MA"
19-8889,6031,1705,BULKLEY%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1705BULKLEY%20ST,%20Williamstown%20MA"
19-9890,6032,1773,PARK%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1773PARK%20ST,%20Williamstown%20MA"
19-8891,6033,559,SWEETBROOK%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=559SWEETBROOK%20RD,%20Williamstown%20MA"
19-8892,6034,177,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=177MAIN%20ST,%20Williamstown%20MA"
19-8893,6035,2004,HANCOCK%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2004HANCOCK%20RD,%20Williamstown%20MA"
19-8894,6036,628,(WIA%20628)%20SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=628(WIA%20628)%20SIMONDS%20RD,%20Williamstown%20MA"
19-8895,6037,108,NEW%20ASHFORD%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=108NEW%20ASHFORD%20RD,%20Williamstown%20MA"
19-8896,6038,109,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=109MAIN%20ST,%20Williamstown%20MA"
19-8897,6039,486,HILL%20PROVINCE%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=486HILL%20PROVINCE%20RD,%20Williamstown%20MA"
19-8898,6040,514,BEE%20HILL%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=514BEE%20HILL%20RD,%20Williamstown%20MA"
19-8859,6041,163,MAIN%20sT,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=163MAIN%20sT,%20Williamstown%20MA"
19-8902,6042,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-8907,6048,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-8918,6055,204,SAND%20SPRINGS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=204SAND%20SPRINGS%20RD,%20Williamstown%20MA"
19-8927,6056,331,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=331MAIN%20ST,%20Williamstown%20MA"
19-8919,6057,451,ADAMS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=451ADAMS%20RD,%20Williamstown%20MA"
19-8921,6058,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-8922,6059,109,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=109MAIN%20ST,%20Williamstown%20MA"
19-8930,6063,910,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONIC%20TRL,%20Williamstown%20MA"
19-8932,6065,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-8951,6077,1832,SOUTHWORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832SOUTHWORTH%20ST,%20Williamstown%20MA"
19-8972,6091,406,SCHOOL%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=406SCHOOL%20ST,%20Williamstown%20MA"
19-8973,6092,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-8976,6094,2351,SOUTHWORTH%2085T,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2351SOUTHWORTH%2085T,%20Williamstown%20MA"
19-8977,6095,910,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONIC%20TRL,%20Williamstown%20MA"
19-8990,6103,335,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=335MAIN%20ST,%20Williamstown%20MA"
19-8996,6107,177,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=177MAIN%20ST,%20Williamstown%20MA"
19-9007,6114,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9013,6118,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9614,6120,406,SCHOOL%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=406SCHOOL%20ST,%20Williamstown%20MA"
19-9017,6121,190,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190MAIN%20ST,%20Williamstown%20MA"
19-9019,6123,408,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=408SIMONDS%20RD,%20Williamstown%20MA"
19-8022,6125,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9033,6131,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9039,6136,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3042,6139,19959,HOPPER%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=19959HOPPER%20RD,%20Williamstown%20MA"
19-9046,6144,910,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONIC%20TRL,%20Williamstown%20MA"
19-9061,6155,249,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=249NORTH%20ST,%20Williamstown%20MA"
19-9062,6156,226,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=226NORTH%20ST,%20Williamstown%20MA"
19-9064,6158,218,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=218SIMONDS%20RD,%20Williamstown%20MA"
19-9068,6161,403,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=403MAIN%20ST,%20Williamstown%20MA"
19-9070,6162,255,WATER%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=255WATER%20ST,%20Williamstown%20MA"
19-3072,6163,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9078,6168,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-9094,6178,91L0,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=91L0TACONIC%20TRL,%20Williamstown%20MA"
19-5100,6181,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9307,6187,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-3110,6190,404,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=404MAIN%20ST,%20Williamstown%20MA"
19-9112,6191,2312,LUCE%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2312LUCE%20RD,%20Williamstown%20MA"
19-9115,6192,131,NORTH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=131NORTH%20ST,%20Williamstown%20MA"
19-9119,6195,191,MAIN%208ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=191MAIN%208ST,%20Williamstown%20MA"
19-9120,6197,366,PARK%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=366PARK%20ST,%20Williamstown%20MA"
19-9122,6198,2233,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2233NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-9135,6208,910,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONIC%20TRL,%20Williamstown%20MA"
19-9139,6210,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9140,6211,162,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=162MAIN%20ST,%20Williamstown%20MA"
19-9150,6219,2314,SLOAN%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2314SLOAN%20RD,%20Williamstown%20MA"
19-3168,6230,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9169,6231,390,STMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390STMONDS%20RD,%20Williamstown%20MA"
19-3170,6232,390,BULKLEY%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390BULKLEY%20ST,%20Williamstown%20MA"
19-9171,6233,1832,WORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832WORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-9375,6236,401,SPRING%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=401SPRING%20ST,%20Williamstown%20MA"
19-9177,6237,151,COLD%20SPRING%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=151COLD%20SPRING%20RD,%20Williamstown%20MA"
19-5394,6248,190,BULKLEY%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=190BULKLEY%20ST,%20Williamstown%20MA"
19-9198,6250,910,[WIA%20910)%20TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910[WIA%20910)%20TACONIC%20TRL,%20Williamstown%20MA"
19-9200,6251,377,WATER%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=377WATER%20ST,%20Williamstown%20MA"
19-9203,6252,390,WATER%208T,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390WATER%208T,%20Williamstown%20MA"
19-9206,6253,437,HANCOCK%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=437HANCOCK%20RD,%20Williamstown%20MA"
19-9210,6255,2278,FORT%20HOOSAC%20PL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=2278FORT%20HOOSAC%20PL,%20Williamstown%20MA"
19-9213,6258,19,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=19MAIN%20ST,%20Williamstown%20MA"
19-9224,6264,390,SITMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SITMONDS%20RD,%20Williamstown%20MA"
19-9225,6265,472,FOREST%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=472FOREST%20RD,%20Williamstown%20MA"
19-9236,6269,1657,STMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1657STMONDS%20RD,%20Williamstown%20MA"
19-9232,6272,161,SPRING%20sT,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=161SPRING%20sT,%20Williamstown%20MA"
19-9244,6282,32,PARK%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=32PARK%20ST,%20Williamstown%20MA"
19-9259,6285,139,COLE%20AVE,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=139COLE%20AVE,%20Williamstown%20MA"
19-9254,6289,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-9260,6294,910,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONIC%20TRL,%20Williamstown%20MA"
19-9265,6295,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-5269,6299,1832,NORTH%20HOGSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOGSAC%20RD,%20Williamstown%20MA"
19-9270,6300,1895,OBLONG%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1895OBLONG%20RD,%20Williamstown%20MA"
19-9271,6301,605,STONE%20HILL%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=605STONE%20HILL%20RD,%20Williamstown%20MA"
19-9273,6303,1833,PINE%20COBBLE%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1833PINE%20COBBLE%20RD,%20Williamstown%20MA"
19-9274,6304,645,HOLLY%20LW,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=645HOLLY%20LW,%20Williamstown%20MA"
19-9275,6305,646,OBLONG%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=646OBLONG%20RD,%20Williamstown%20MA"
19-9284,6311,330,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=330MAIN%20ST,%20Williamstown%20MA"
19-9251,6317,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-9314,6333,910,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONIC%20TRL,%20Williamstown%20MA"
19-9324,6339,1855,MAIN%20sT,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1855MAIN%20sT,%20Williamstown%20MA"
19-9326,6341,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9331,6346,3,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=3MAIN%20ST,%20Williamstown%20MA"
19-9335,6349,1832,NORTH%20HOOSAC%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1832NORTH%20HOOSAC%20RD,%20Williamstown%20MA"
19-9345,6355,255,WATER%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=255WATER%20ST,%20Williamstown%20MA"
19-9347,6357,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9352,6361,910,TACONIC%20TRL,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=910TACONIC%20TRL,%20Williamstown%20MA"
19-9353,6362,60,NORTHWEST%20HILL%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=60NORTHWEST%20HILL%20RD,%20Williamstown%20MA"
19-9358,6366,333,CHURCH%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=333CHURCH%20ST,%20Williamstown%20MA"
19-9364,6371,390,SIMONDS%20RD,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=390SIMONDS%20RD,%20Williamstown%20MA"
19-9366,6372,1855,MAIN%20ST,42.708144,"http://api.positionstack.com/v1/forward?access_key=51cb9ee9b367700ff496b642adf55d28&query=1855MAIN%20ST,%20Williamstown%20MA"
